username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions
pencil1994,1350,41,5,1,0,1,0,5,3,0,8,2,1,15,0.12195122,0.024390243,0.0,0.024390243,0.0,0.12195122,0.07317073,0.0,0.19512194,0.048780486,0.024390243,0.36585367,other,0.36585367,0.63414633,0.7285315984360999,9
Pepeloko,1351,120,9,10,9,9,1,8,10,2,8,0,3,51,0.075,0.083333336,0.075,0.075,0.008333334,0.06666667,0.083333336,0.016666668,0.06666667,0.0,0.025,0.425,other,0.425,0.575,0.7734896768750534,11
pet78,1352,49,2,3,7,3,1,2,2,5,1,1,2,20,0.040816326,0.06122449,0.14285715,0.06122449,0.020408163,0.040816326,0.040816326,0.10204082,0.020408163,0.020408163,0.040816326,0.40816328,other,0.40816328,0.5918367,0.796475002814549,12
petresacrieru,1353,95,2,2,7,4,0,8,8,1,7,2,1,53,0.021052632,0.021052632,0.07368421,0.042105265,0.0,0.08421053,0.08421053,0.010526316,0.07368421,0.021052632,0.010526316,0.55789477,other,0.55789477,0.44210523,0.6437813555082369,11
phillycheeeeez,1354,90,2,6,5,13,5,8,6,0,11,0,0,34,0.022222223,0.06666667,0.055555556,0.14444445,0.055555556,0.08888889,0.06666667,0.0,0.12222222,0.0,0.0,0.37777779,other,0.37777779,0.6222222,0.7590184687090039,9
pikkuvarvas,1355,79,3,7,7,4,1,9,9,5,7,2,1,24,0.03797468,0.088607594,0.088607594,0.050632913,0.012658228,0.11392405,0.11392405,0.06329114,0.088607594,0.025316456,0.012658228,0.30379745,other,0.30379745,0.6962025,0.867131012138916,12
PolishNinja,1356,79,0,7,16,7,22,0,2,1,0,0,1,23,0.0,0.088607594,0.20253165,0.088607594,0.278481,0.0,0.025316456,0.012658228,0.0,0.0,0.012658228,0.29113925,other,0.29113925,0.70886075,0.6728043190903393,8
PotapoBob,1357,5,1,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,other,0.6,0.39999998,0.382416994876962,3
potatoaaa,1358,37,0,10,5,3,2,3,2,2,0,0,0,10,0.0,0.27027026,0.13513513,0.08108108,0.054054055,0.08108108,0.054054055,0.054054055,0.0,0.0,0.0,0.27027026,amerithrash_miniatures_lcg,0.27027026,0.7297298,0.7478068096206709,8
poypoyking,1359,173,2,14,22,56,9,3,17,3,3,2,2,40,0.011560693,0.08092485,0.12716763,0.3236994,0.05202312,0.01734104,0.098265894,0.01734104,0.01734104,0.011560693,0.011560693,0.23121387,current_heavy_euro_engine_builders,0.3236994,0.76878613,0.7713826874645993,12
ProtectorKorii,1360,34,1,0,7,0,0,2,7,2,1,0,0,14,0.029411765,0.0,0.20588236,0.0,0.0,0.05882353,0.20588236,0.05882353,0.029411765,0.0,0.0,0.4117647,other,0.4117647,0.58823526,0.6265370480054092,7
Psychobob99,1361,179,8,17,18,13,7,19,4,3,7,0,13,70,0.044692736,0.09497207,0.10055866,0.0726257,0.039106146,0.10614525,0.022346368,0.016759777,0.039106146,0.0,0.0726257,0.39106146,other,0.39106146,0.6089386,0.7994719457895143,11
Pyckle,1362,103,13,7,7,0,3,13,8,2,13,3,3,31,0.1262136,0.067961164,0.067961164,0.0,0.029126214,0.1262136,0.0776699,0.019417476,0.1262136,0.029126214,0.029126214,0.30097088,other,0.30097088,0.6990291,0.8429078299207786,11
Qogcil,1363,98,15,7,4,8,17,6,4,1,6,1,0,29,0.15306123,0.071428575,0.040816326,0.08163265,0.1734694,0.06122449,0.040816326,0.010204081,0.06122449,0.010204081,0.0,0.29591838,other,0.29591838,0.70408165,0.8214553003987106,11
quetzalt,1364,904,109,69,80,123,154,36,44,76,39,8,9,157,0.12057522,0.076327436,0.088495575,0.13606195,0.17035398,0.03982301,0.048672568,0.084070794,0.043141592,0.0088495575,0.009955753,0.17367257,other,0.17367257,0.82632744,0.9054421434520619,12
Rainerrr,1365,302,26,15,16,56,8,14,21,42,17,5,5,77,0.08609272,0.049668875,0.052980132,0.18543047,0.026490066,0.046357617,0.069536425,0.13907285,0.05629139,0.01655629,0.01655629,0.25496688,other,0.25496688,0.74503314,0.8744251676922381,12
randerscheinung,1366,98,0,13,15,15,0,2,12,1,0,1,0,39,0.0,0.13265306,0.15306123,0.15306123,0.0,0.020408163,0.12244898,0.010204081,0.0,0.010204081,0.0,0.39795917,other,0.39795917,0.6020408,0.6597253934076732,8
randomflashbang,1367,21,1,6,1,0,0,5,1,1,0,0,0,6,0.04761905,0.2857143,0.04761905,0.0,0.0,0.23809524,0.04761905,0.04761905,0.0,0.0,0.0,0.2857143,amerithrash_miniatures_lcg,0.2857143,0.71428573,0.6589625692133283,7
ratovan,1368,136,2,11,34,10,3,15,16,1,1,0,9,34,0.014705882,0.080882356,0.25,0.073529415,0.022058824,0.11029412,0.11764706,0.007352941,0.007352941,0.0,0.066176474,0.25,dungeon_crawl_cooperative_campaign_adventure,0.25,0.75,0.7974217088488363,11
rbmuri,1369,17,2,1,1,0,3,2,0,0,2,0,1,5,0.11764706,0.05882353,0.05882353,0.0,0.1764706,0.11764706,0.0,0.0,0.11764706,0.0,0.05882353,0.29411766,other,0.29411766,0.7058823,0.773202652338561,8
rctf79,1370,184,36,18,20,4,1,19,8,6,4,12,11,45,0.19565217,0.097826086,0.10869565,0.02173913,0.0054347827,0.10326087,0.04347826,0.032608695,0.02173913,0.06521739,0.05978261,0.24456522,other,0.24456522,0.75543475,0.8675941468330991,12
Regwind,1371,47,1,4,1,8,4,0,2,9,0,0,0,18,0.021276595,0.08510638,0.021276595,0.17021276,0.08510638,0.0,0.04255319,0.19148937,0.0,0.0,0.0,0.38297874,other,0.38297874,0.61702126,0.6853551061933221,8
RenaissanceMom,1372,369,38,5,11,10,3,24,68,25,29,10,15,131,0.10298103,0.013550135,0.029810298,0.02710027,0.008130081,0.06504065,0.18428184,0.06775068,0.07859079,0.02710027,0.040650405,0.35501355,other,0.35501355,0.64498645,0.8053926723849154,12
Reynard0711,1373,8,0,0,1,0,0,1,0,0,0,0,0,6,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.75,other,0.75,0.25,0.29603604192996974,3
RGMiller,1374,153,4,9,16,4,0,27,24,2,8,3,6,50,0.026143791,0.05882353,0.104575165,0.026143791,0.0,0.1764706,0.15686275,0.013071896,0.052287582,0.019607844,0.039215688,0.3267974,other,0.3267974,0.67320263,0.7930229366943883,11
ritajesus,1375,483,26,10,32,94,22,12,72,41,15,8,9,142,0.05383023,0.020703934,0.06625259,0.19461697,0.045548655,0.024844721,0.14906833,0.084886126,0.031055901,0.016563147,0.01863354,0.29399586,other,0.29399586,0.70600414,0.8335887193807702,12
Ritzelbertus,1376,183,14,4,12,18,13,9,19,9,11,9,2,63,0.07650273,0.021857923,0.06557377,0.09836066,0.07103825,0.04918033,0.10382514,0.04918033,0.06010929,0.04918033,0.010928961,0.3442623,other,0.3442623,0.6557377,0.8611642791035189,12
rmartinc,1377,213,56,13,9,31,8,13,17,13,6,0,3,44,0.26291078,0.061032865,0.04225352,0.14553991,0.037558686,0.061032865,0.07981221,0.061032865,0.028169014,0.0,0.014084507,0.20657277,bgg_golden_age_canon,0.26291078,0.7934272,0.840611153895367,11
rockstar379,1378,132,23,2,6,26,3,9,4,7,5,4,3,40,0.17424242,0.015151516,0.045454547,0.1969697,0.022727273,0.06818182,0.030303031,0.053030305,0.03787879,0.030303031,0.022727273,0.3030303,other,0.3030303,0.6969697,0.8197532060388993,12
RomanRoadie,1379,154,13,20,19,8,2,10,11,8,8,2,3,50,0.084415585,0.12987013,0.12337662,0.051948052,0.012987013,0.064935066,0.071428575,0.051948052,0.051948052,0.012987013,0.019480519,0.32467532,other,0.32467532,0.6753247,0.8506120616462446,12
RomeroDedovsk,1380,259,12,14,23,36,18,11,16,9,18,1,5,96,0.046332046,0.054054055,0.08880309,0.13899614,0.06949807,0.042471044,0.06177606,0.034749035,0.06949807,0.0038610038,0.019305019,0.37065637,other,0.37065637,0.6293436,0.824341281021527,12
Ronny444,1381,124,9,5,3,17,1,10,10,9,3,6,2,49,0.07258064,0.04032258,0.024193548,0.13709678,0.008064516,0.08064516,0.08064516,0.07258064,0.024193548,0.048387095,0.016129032,0.3951613,other,0.3951613,0.6048387,0.799905480928455,12
roscoerush,1382,167,15,11,1,18,3,22,13,11,10,1,0,62,0.08982036,0.065868266,0.005988024,0.10778443,0.017964073,0.13173653,0.077844314,0.065868266,0.059880238,0.005988024,0.0,0.37125748,other,0.37125748,0.6287425,0.7849848104721837,11
rrr4,1383,122,10,7,8,27,7,3,11,3,2,0,1,43,0.08196721,0.057377048,0.06557377,0.22131148,0.057377048,0.024590164,0.09016393,0.024590164,0.016393442,0.0,0.008196721,0.352459,other,0.352459,0.647541,0.77224404891416,11
Ruedi05,1384,111,57,0,1,1,0,4,6,7,1,9,2,23,0.5135135,0.0,0.009009009,0.009009009,0.0,0.036036037,0.054054055,0.06306306,0.009009009,0.08108108,0.018018018,0.2072072,bgg_golden_age_canon,0.5135135,0.7927928,0.613103887126778,10
Rufdungun,1385,118,9,2,6,15,8,7,9,0,17,0,0,45,0.076271184,0.016949153,0.050847456,0.12711865,0.06779661,0.059322033,0.076271184,0.0,0.1440678,0.0,0.0,0.38135594,other,0.38135594,0.61864406,0.7534021330017935,9
RunarS,1386,194,11,1,13,31,1,6,21,4,8,9,10,79,0.05670103,0.005154639,0.067010306,0.15979381,0.005154639,0.030927835,0.10824742,0.020618556,0.041237112,0.04639175,0.05154639,0.4072165,other,0.4072165,0.5927835,0.7694624103215744,12
RyTheByron,1387,96,0,2,26,32,1,1,9,0,0,0,0,25,0.0,0.020833334,0.27083334,0.33333334,0.010416667,0.010416667,0.09375,0.0,0.0,0.0,0.0,0.26041666,current_heavy_euro_engine_builders,0.33333334,0.7395834,0.590775700097674,7
Sacred7,1388,84,8,3,4,0,1,5,9,1,7,4,2,40,0.0952381,0.035714287,0.04761905,0.0,0.011904762,0.05952381,0.10714286,0.011904762,0.083333336,0.04761905,0.023809524,0.47619048,other,0.47619048,0.52380955,0.7223699017175497,11
sagesaron,1389,162,12,11,20,41,2,1,9,16,1,2,4,43,0.074074075,0.06790123,0.12345679,0.25308642,0.012345679,0.0061728396,0.055555556,0.09876543,0.0061728396,0.012345679,0.024691358,0.2654321,other,0.2654321,0.7345679,0.7989915886636747,12
SamRuts,1390,33,0,0,3,1,0,2,4,4,3,6,3,7,0.0,0.0,0.09090909,0.030303031,0.0,0.060606062,0.121212125,0.121212125,0.09090909,0.18181819,0.09090909,0.21212122,other,0.21212122,0.78787875,0.8371592796685953,9
Sarefus,1391,72,0,5,4,20,3,1,3,0,4,0,0,32,0.0,0.06944445,0.055555556,0.2777778,0.041666668,0.013888889,0.041666668,0.0,0.055555556,0.0,0.0,0.44444445,other,0.44444445,0.5555556,0.6224945739008575,8
SawyerHV,1392,197,33,7,34,5,6,16,15,6,22,1,1,51,0.16751269,0.035532996,0.17258883,0.02538071,0.030456852,0.08121827,0.07614213,0.030456852,0.11167513,0.005076142,0.005076142,0.25888324,other,0.25888324,0.74111676,0.8351583113555251,12
scarmand,1393,100,7,0,4,28,4,2,17,3,2,1,0,32,0.07,0.0,0.04,0.28,0.04,0.02,0.17,0.03,0.02,0.01,0.0,0.32,other,0.32,0.68,0.7137772515746839,10
Schmockerm,1394,186,2,8,60,40,22,6,5,13,4,0,0,26,0.010752688,0.043010753,0.32258064,0.21505377,0.11827957,0.032258064,0.02688172,0.06989247,0.021505376,0.0,0.0,0.13978495,dungeon_crawl_cooperative_campaign_adventure,0.32258064,0.86021507,0.7580183683392467,10
Schumi74,1395,136,14,3,7,8,0,14,11,2,8,12,1,56,0.10294118,0.022058824,0.05147059,0.05882353,0.0,0.10294118,0.080882356,0.014705882,0.05882353,0.0882353,0.007352941,0.4117647,other,0.4117647,0.58823526,0.772420638805323,11
SebastBobaJones,1396,208,35,17,6,3,9,23,15,15,8,4,8,65,0.16826923,0.08173077,0.028846154,0.014423077,0.043269232,0.11057692,0.072115384,0.072115384,0.03846154,0.01923077,0.03846154,0.3125,other,0.3125,0.6875,0.8518262670647008,12
secretfool,1397,53,3,1,5,2,1,5,7,0,3,4,4,18,0.056603774,0.018867925,0.094339624,0.03773585,0.018867925,0.094339624,0.13207547,0.0,0.056603774,0.0754717,0.0754717,0.33962265,other,0.33962265,0.6603774,0.8323057201823825,11
Semjon22,1398,73,14,0,0,5,0,2,6,6,0,11,0,29,0.19178082,0.0,0.0,0.06849315,0.0,0.02739726,0.08219178,0.08219178,0.0,0.15068494,0.0,0.39726028,other,0.39726028,0.6027397,0.6686599975696128,7
SENS12,1399,46,0,0,0,17,0,0,3,0,1,0,0,25,0.0,0.0,0.0,0.36956522,0.0,0.0,0.06521739,0.0,0.02173913,0.0,0.0,0.54347825,other,0.54347825,0.45652175,0.3865523933551033,4
serchenko,1400,197,8,9,18,33,1,14,14,6,8,6,15,65,0.040609136,0.04568528,0.09137056,0.16751269,0.005076142,0.07106599,0.07106599,0.030456852,0.040609136,0.030456852,0.07614213,0.32994923,other,0.32994923,0.67005074,0.8436374085854914,12
seven_variants,1401,115,3,3,16,5,0,17,18,0,6,1,6,40,0.026086956,0.026086956,0.13913043,0.04347826,0.0,0.14782609,0.15652174,0.0,0.052173913,0.008695652,0.052173913,0.3478261,other,0.3478261,0.6521739,0.7608344517951453,10
SgtCantamal,1402,85,7,6,7,4,1,7,4,5,1,2,2,39,0.08235294,0.07058824,0.08235294,0.047058824,0.011764706,0.08235294,0.047058824,0.05882353,0.011764706,0.023529412,0.023529412,0.45882353,other,0.45882353,0.54117644,0.7632983629090097,12
Shiftian_Be,1403,383,21,14,30,31,5,34,42,8,33,5,2,158,0.054830287,0.036553524,0.07832898,0.08093995,0.01305483,0.08877285,0.10966057,0.020887729,0.08616188,0.01305483,0.005221932,0.41253263,other,0.41253263,0.5874674,0.7801216083431772,12
Shiro_himura,1404,44,4,8,1,7,0,3,2,4,2,1,0,12,0.09090909,0.18181819,0.022727273,0.1590909,0.0,0.06818182,0.045454547,0.09090909,0.045454547,0.022727273,0.0,0.27272728,other,0.27272728,0.72727275,0.8164727885551368,10
shootster,1405,104,4,2,11,28,0,5,3,4,2,2,2,41,0.03846154,0.01923077,0.10576923,0.26923078,0.0,0.048076924,0.028846154,0.03846154,0.01923077,0.01923077,0.01923077,0.39423078,other,0.39423078,0.6057692,0.7085201402915509,11
SignifiedKaos,1406,280,14,27,24,30,5,29,30,25,8,4,7,77,0.05,0.09642857,0.08571429,0.10714286,0.017857144,0.10357143,0.10714286,0.08928572,0.028571429,0.014285714,0.025,0.275,other,0.275,0.725,0.8839306067128978,12
Siladrem,1407,193,27,47,30,10,9,5,4,24,3,4,1,29,0.13989638,0.24352331,0.15544042,0.051813472,0.046632126,0.025906736,0.020725388,0.12435233,0.015544041,0.020725388,0.005181347,0.15025906,amerithrash_miniatures_lcg,0.24352331,0.8497409,0.8435584444559466,12
sineadk,1408,582,47,17,73,98,15,29,75,40,28,14,11,135,0.080756016,0.029209621,0.12542956,0.16838488,0.025773196,0.04982818,0.12886597,0.06872852,0.048109967,0.024054984,0.018900344,0.23195876,other,0.23195876,0.76804125,0.8886346812491339,12
singlecolony,1409,213,37,4,9,7,21,22,13,9,24,4,2,61,0.17370892,0.018779343,0.04225352,0.032863848,0.09859155,0.103286386,0.061032865,0.04225352,0.112676054,0.018779343,0.0093896715,0.28638497,other,0.28638497,0.71361506,0.8509295492582297,12
sinuro,1410,134,14,17,4,20,9,6,4,21,4,4,1,30,0.104477614,0.12686567,0.029850746,0.14925373,0.06716418,0.04477612,0.029850746,0.15671642,0.029850746,0.029850746,0.0074626864,0.2238806,other,0.2238806,0.7761194,0.8787599434014779,12
sipols,1411,44,0,4,7,1,1,3,2,1,2,3,7,13,0.0,0.09090909,0.1590909,0.022727273,0.022727273,0.06818182,0.045454547,0.022727273,0.045454547,0.06818182,0.1590909,0.29545453,other,0.29545453,0.7045455,0.8323692368941185,11
SirCadillac89,1412,221,15,3,5,78,5,8,6,28,7,5,0,61,0.06787331,0.013574661,0.022624435,0.3529412,0.022624435,0.036199097,0.027149322,0.12669684,0.03167421,0.022624435,0.0,0.2760181,current_heavy_euro_engine_builders,0.3529412,0.72398186,0.7284522505197772,11
skaar88,1413,174,4,22,44,28,2,10,14,3,0,0,2,45,0.022988506,0.12643678,0.25287357,0.16091955,0.011494253,0.057471264,0.08045977,0.01724138,0.0,0.0,0.011494253,0.25862068,other,0.25862068,0.7413793,0.7562451295054896,10
skamudongo,1414,63,8,4,10,10,1,4,2,3,2,2,2,15,0.12698413,0.06349207,0.15873016,0.15873016,0.015873017,0.06349207,0.031746034,0.04761905,0.031746034,0.031746034,0.031746034,0.23809524,other,0.23809524,0.7619048,0.880095233548349,12
slaapgraag,1415,133,62,3,4,5,2,10,3,7,6,5,0,26,0.46616542,0.02255639,0.030075189,0.037593983,0.015037594,0.075187966,0.02255639,0.05263158,0.04511278,0.037593983,0.0,0.19548872,bgg_golden_age_canon,0.46616542,0.8045113,0.7044281576926551,11
smeedear,1416,100,6,3,11,31,0,3,7,4,3,1,0,31,0.06,0.03,0.11,0.31,0.0,0.03,0.07,0.04,0.03,0.01,0.0,0.31,current_heavy_euro_engine_builders,0.31,0.69,0.730121435163387,10
snoozefest,1417,439,157,35,8,13,30,38,10,55,16,12,3,62,0.35763097,0.07972665,0.018223235,0.029612755,0.06833713,0.08656036,0.022779044,0.12528473,0.03644647,0.027334852,0.006833713,0.14123006,bgg_golden_age_canon,0.35763097,0.85876995,0.812005606407535,12
snurp,1418,265,40,45,22,18,20,6,1,50,2,4,6,51,0.1509434,0.16981132,0.08301887,0.06792453,0.0754717,0.02264151,0.003773585,0.18867925,0.00754717,0.01509434,0.02264151,0.19245283,other,0.19245283,0.80754715,0.8432378865497386,12
SoloGamingDad,1419,192,10,6,30,47,0,8,11,8,8,5,4,55,0.052083332,0.03125,0.15625,0.24479167,0.0,0.041666668,0.057291668,0.041666668,0.041666668,0.026041666,0.020833334,0.28645834,other,0.28645834,0.7135416,0.8014861067730734,11
sorcretic,1420,267,66,3,4,40,28,9,5,28,19,9,4,52,0.24719101,0.011235955,0.014981274,0.14981273,0.10486891,0.033707865,0.018726591,0.10486891,0.07116105,0.033707865,0.014981274,0.19475655,bgg_golden_age_canon,0.24719101,0.80524343,0.8406212282982858,12
spaison,1421,150,7,3,29,53,6,3,7,6,6,2,1,27,0.046666667,0.02,0.19333333,0.35333332,0.04,0.02,0.046666667,0.04,0.04,0.013333334,0.006666667,0.18,current_heavy_euro_engine_builders,0.35333332,0.82,0.7701383547840811,12
spongePepp,1422,54,11,5,2,5,7,2,2,0,2,0,1,17,0.2037037,0.09259259,0.037037037,0.09259259,0.12962963,0.037037037,0.037037037,0.0,0.037037037,0.0,0.018518519,0.3148148,other,0.3148148,0.6851852,0.7869938383075888,10
Sredni Vashtar,1423,203,17,2,2,69,9,6,11,27,11,5,2,42,0.08374384,0.009852217,0.009852217,0.33990148,0.044334974,0.02955665,0.054187194,0.13300492,0.054187194,0.024630541,0.009852217,0.20689656,current_heavy_euro_engine_builders,0.33990148,0.79310346,0.7866364368707063,12
Stefan85GE,1424,235,16,31,21,7,4,32,16,6,7,5,2,88,0.068085104,0.1319149,0.089361705,0.029787235,0.017021276,0.13617021,0.068085104,0.025531914,0.029787235,0.021276595,0.008510638,0.3744681,other,0.3744681,0.6255319,0.79802646086405,12
Sternenfahrer-MUC,1425,321,47,17,8,41,35,24,6,31,13,9,7,83,0.14641744,0.0529595,0.024922118,0.12772585,0.10903427,0.07476635,0.018691588,0.09657321,0.040498443,0.028037382,0.021806853,0.25856698,other,0.25856698,0.741433,0.8815840384063643,12
Steve001,1426,266,40,5,8,26,2,14,22,40,6,24,0,79,0.15037593,0.018796992,0.030075189,0.09774436,0.007518797,0.05263158,0.082706764,0.15037593,0.02255639,0.09022556,0.0,0.29699248,other,0.29699248,0.7030075,0.8202304448971689,11
Stircrazy,1427,195,10,34,11,6,2,34,8,22,5,3,4,56,0.051282052,0.17435898,0.056410257,0.03076923,0.010256411,0.17435898,0.041025642,0.11282051,0.025641026,0.015384615,0.020512821,0.2871795,other,0.2871795,0.71282053,0.8254068650102567,12
stoxasths,1428,19,0,3,0,4,1,0,4,0,0,0,0,7,0.0,0.15789473,0.0,0.21052632,0.05263158,0.0,0.21052632,0.0,0.0,0.0,0.0,0.36842105,other,0.36842105,0.6315789,0.5917150662098348,5
superhigi,1429,178,14,20,2,19,36,12,8,12,9,3,2,41,0.07865169,0.11235955,0.011235955,0.10674157,0.20224719,0.06741573,0.04494382,0.06741573,0.050561797,0.016853932,0.011235955,0.23033708,other,0.23033708,0.7696629,0.8730728949804466,12
superproxy,1430,152,5,15,25,4,1,19,17,3,9,4,3,47,0.032894738,0.098684214,0.16447368,0.02631579,0.0065789474,0.125,0.1118421,0.019736841,0.059210528,0.02631579,0.019736841,0.30921054,other,0.30921054,0.69078946,0.8259525138616799,12
SuperTeeJ,1431,215,8,5,18,2,1,46,51,2,14,4,8,56,0.037209302,0.023255814,0.08372093,0.009302326,0.004651163,0.2139535,0.2372093,0.009302326,0.06511628,0.018604651,0.037209302,0.26046512,other,0.26046512,0.73953485,0.774943461189589,12
Swiftlv,1432,29,0,0,18,7,0,0,0,0,0,0,1,3,0.0,0.0,0.62068963,0.2413793,0.0,0.0,0.0,0.0,0.0,0.0,0.03448276,0.10344828,dungeon_crawl_cooperative_campaign_adventure,0.62068963,0.8965517,0.39837312205990094,4
Sy_beria,1433,98,1,4,6,3,2,3,1,0,7,0,2,69,0.010204081,0.040816326,0.06122449,0.030612245,0.020408163,0.030612245,0.010204081,0.0,0.071428575,0.0,0.020408163,0.70408165,other,0.70408165,0.29591835,0.48411502204840823,10
SynapticAcid,1434,320,37,23,16,61,24,20,12,42,10,1,1,73,0.115625,0.071875,0.05,0.190625,0.075,0.0625,0.0375,0.13125,0.03125,0.003125,0.003125,0.228125,other,0.228125,0.771875,0.8624561053977973,12
T0mo,1435,80,10,7,2,5,0,16,4,2,4,7,0,23,0.125,0.0875,0.025,0.0625,0.0,0.2,0.05,0.025,0.05,0.0875,0.0,0.2875,other,0.2875,0.7125,0.8144451470610053,10
Tamrielsays,1436,517,40,13,30,133,42,7,37,45,24,14,6,126,0.07736944,0.025145067,0.058027077,0.25725338,0.08123791,0.013539651,0.07156673,0.08704062,0.046421662,0.027079303,0.0116054155,0.24371374,current_heavy_euro_engine_builders,0.25725338,0.75628626,0.8469211842035602,12
tebiccr,1437,165,8,11,22,1,1,30,11,4,12,3,7,55,0.048484847,0.06666667,0.13333334,0.006060606,0.006060606,0.18181819,0.06666667,0.024242423,0.07272727,0.018181818,0.042424243,0.33333334,other,0.33333334,0.6666666,0.8057575576639663,12
tento14,1438,44,3,3,9,0,0,11,1,0,1,1,0,15,0.06818182,0.06818182,0.20454545,0.0,0.0,0.25,0.022727273,0.0,0.022727273,0.022727273,0.0,0.3409091,other,0.3409091,0.6590909,0.6689481734664388,8
texvandoodoo,1439,110,3,17,8,2,7,12,4,6,2,2,9,38,0.027272727,0.15454546,0.07272727,0.018181818,0.06363636,0.10909091,0.036363635,0.054545455,0.018181818,0.018181818,0.08181818,0.34545454,other,0.34545454,0.6545454,0.8306830696855884,12
Thallian Folmin,1440,90,3,10,21,5,3,3,3,0,8,3,5,26,0.033333335,0.11111111,0.23333333,0.055555556,0.033333335,0.033333335,0.033333335,0.0,0.08888889,0.033333335,0.055555556,0.2888889,other,0.2888889,0.71111107,0.8232029694383929,11
Thebrad84,1441,210,7,4,33,27,2,6,34,5,11,5,2,74,0.033333335,0.01904762,0.15714286,0.12857144,0.00952381,0.028571429,0.16190477,0.023809524,0.052380953,0.023809524,0.00952381,0.35238096,other,0.35238096,0.647619,0.7760418109744784,12
TheColdLenny,1442,57,4,0,4,9,0,1,7,0,4,0,3,25,0.07017544,0.0,0.07017544,0.15789473,0.0,0.01754386,0.12280702,0.0,0.07017544,0.0,0.05263158,0.4385965,other,0.4385965,0.5614035,0.6823954864825037,8
thedacker,1443,144,27,9,7,24,4,16,4,10,8,5,0,30,0.1875,0.0625,0.048611112,0.16666667,0.027777778,0.11111111,0.027777778,0.06944445,0.055555556,0.034722224,0.0,0.20833333,other,0.20833333,0.7916667,0.8713707046739408,11
TheGrove_Matt,1444,74,2,5,7,12,1,6,5,0,7,0,1,28,0.027027028,0.067567565,0.0945946,0.16216215,0.013513514,0.08108108,0.067567565,0.0,0.0945946,0.0,0.013513514,0.3783784,other,0.3783784,0.6216216,0.7608433748377306,10
TheLightdarker,1445,14,0,1,6,0,0,0,4,0,0,0,0,3,0.0,0.071428575,0.42857143,0.0,0.0,0.0,0.2857143,0.0,0.0,0.0,0.0,0.21428572,dungeon_crawl_cooperative_campaign_adventure,0.42857143,0.78571427,0.49887565341831175,4
thEndCFS,1446,360,23,9,26,21,6,42,42,5,35,5,3,143,0.06388889,0.025,0.072222225,0.058333334,0.016666668,0.11666667,0.11666667,0.013888889,0.097222224,0.013888889,0.008333334,0.39722222,other,0.39722222,0.6027778,0.7827609100145239,12
ThePharao,1447,391,26,37,29,87,27,5,19,72,0,5,1,83,0.06649616,0.09462915,0.0741688,0.22250639,0.06905371,0.012787724,0.04859335,0.18414322,0.0,0.012787724,0.0025575447,0.21227622,current_heavy_euro_engine_builders,0.22250639,0.7877238,0.8167516096492524,11
theraven199,1448,94,7,25,6,3,3,6,5,3,2,1,2,31,0.07446808,0.26595744,0.06382979,0.031914894,0.031914894,0.06382979,0.05319149,0.031914894,0.021276595,0.010638298,0.021276595,0.32978722,other,0.32978722,0.67021275,0.7890806789122053,12
thesinators,1449,141,12,4,6,8,0,20,26,4,13,1,3,44,0.08510638,0.028368793,0.04255319,0.056737587,0.0,0.14184397,0.18439716,0.028368793,0.09219858,0.0070921984,0.021276595,0.31205675,other,0.31205675,0.6879432,0.8040319083906637,11
